Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,Neighborhood,SalePrice
3881,2,2,2,1979,1,Rural,300250
1802,3,2,2,2016,1,Suburban,222400
4814,4,1,2,2005,0,Suburban,354700
1196,5,1,3,1964,0,Suburban,176500
806,2,2,1,1956,0,Rural,124600
2523,5,3,3,2011,0,Suburban,286950
813,4,1,1,2016,1,Rural,157950
3974,3,1,3,1978,1,Urban,314600
1902,4,3,2,1953,1,Rural,228500
4876,5,1,1,1975,0,Urban,358800
3898,2,3,3,2009,0,Rural,320100
534,3,3,1,1960,1,Suburban,152200
2617,1,3,3,1986,0,Suburban,244150
859,4,1,2,1988,1,Urban,166850
907,3,1,2,1973,0,Urban,144750
3609,2,1,2,1954,1,Rural,264150
4433,2,2,2,2002,1,Rural,334750
2592,5,3,2,2016,1,Rural,291900
636,1,1,2,1966,0,Rural,99100
3370,5,1,3,1965,1,Rural,290500
1478,4,2,3,1995,0,Rural,199900
1984,2,2,3,1952,1,Rural,202300
2914,3,3,2,1979,0,Urban,276900
3876,4,3,1,1993,1,Urban,344200
966,2,2,2,2019,1,Rural,166500
1474,1,2,1,1961,0,Rural,149500
2422,4,1,1,2006,0,Rural,225400
3097,2,1,3,1990,1,Urban,264350
3151,3,2,3,1978,0,Suburban,273450
2299,4,1,1,1986,1,Urban,233250
1515,5,1,1,2004,0,Suburban,194450
2248,4,2,2,1985,0,Urban,240400
3817,4,3,2,2000,1,Urban,348350
1184,4,1,1,1958,1,Rural,159100
3650,5,1,3,1972,1,Rural,306600
1956,2,2,3,1963,1,Suburban,209200
868,2,2,2,2016,1,Suburban,165700
4946,2,2,1,1980,0,Urban,348800
1844,2,2,3,1976,0,Urban,202500
4617,4,1,2,1990,1,Rural,345350
678,3,3,3,2002,1,Urban,187000
3255,4,3,3,1976,1,Rural,308050
1632,2,3,3,2019,0,Rural,209800
1979,2,3,1,1989,0,Urban,218150
3566,5,3,3,2009,0,Urban,343500
4528,4,3,2,1989,1,Suburban,375600
2911,2,3,1,1956,1,Suburban,259850
2420,4,2,3,1962,1,Urban,257100
2972,1,2,3,1952,1,Suburban,246700
1458,1,2,2,1973,1,Suburban,172300
3787,3,2,2,1964,1,Suburban,306050
1571,3,3,2,1977,1,Suburban,214150
1988,3,3,3,1958,1,Suburban,234300
2433,1,3,1,2005,0,Rural,225650
2516,5,3,1,1982,0,Urban,272900
4437,4,1,2,1963,1,Suburban,333250
3535,3,2,3,1991,0,Rural,291550
3761,4,1,2,2009,1,Urban,318250
2699,2,2,2,1971,1,Suburban,243750
1899,2,1,1,2005,1,Urban,198950
2802,3,3,1,1959,1,Suburban,265300
4782,1,3,3,2013,0,Rural,355500
1378,4,2,2,2008,0,Urban,203800
4713,2,3,1,1962,1,Urban,356750
4194,2,2,2,2000,1,Urban,332200
1370,5,1,3,1961,0,Rural,179300
1205,4,2,3,2010,0,Urban,200750
3189,5,3,2,1962,0,Rural,295550
2759,4,2,2,2022,1,Rural,277050
4367,3,2,1,1988,0,Suburban,327250
2077,3,1,1,1978,1,Suburban,204750
2467,2,2,1,2014,1,Rural,235050
1752,4,3,3,2017,1,Urban,255200
1752,2,2,2,1964,0,Urban,189300
3549,3,2,2,2002,0,Rural,290550
4938,4,1,2,1954,0,Suburban,345600
3628,3,2,1,1964,0,Rural,278100
2166,3,1,1,1994,1,Rural,209000
4889,1,3,2,1961,1,Suburban,355250
527,4,1,2,1953,1,Suburban,134750
4109,4,2,3,1955,0,Suburban,324450
2119,5,2,2,2011,1,Rural,251750
3406,2,1,1,2008,0,Suburban,260200
1844,4,3,1,1964,1,Urban,233900
4413,5,3,3,1985,0,Urban,378650
4285,5,3,3,1992,0,Urban,374350
4268,4,2,1,1998,1,Urban,350300
4329,3,3,2,1967,0,Rural,334050
1427,2,1,3,1962,0,Rural,152450
2278,4,2,2,1950,0,Urban,231400
3603,5,2,3,1982,1,Urban,332250
2944,3,1,3,1997,1,Rural,258800
3588,3,2,3,2019,1,Rural,312600
4965,2,3,2,1969,0,Suburban,361450
663,3,3,3,1999,0,Rural,165350
4499,5,2,1,1992,1,Suburban,365050
3257,4,2,1,2012,0,Urban,293950
4073,2,3,3,1959,0,Suburban,318850
850,4,2,3,2006,1,Urban,191800
700,3,3,2,1989,1,Suburban,174200
3052,3,1,3,1964,0,Urban,254300
4428,4,3,3,1991,0,Suburban,366200
1551,3,3,1,2001,1,Suburban,215350
4932,5,2,1,1959,0,Suburban,366800
786,4,1,2,2019,1,Urban,172500
3178,5,2,3,2014,1,Suburban,315600
2295,3,2,2,2001,1,Suburban,242550
4058,2,3,1,1976,0,Urban,318200
606,5,2,3,1957,1,Urban,174900
3053,3,2,3,1983,1,Urban,285050
4013,1,3,2,1980,0,Urban,312150
616,3,1,2,2012,1,Suburban,146900
1768,5,2,2,2017,0,Rural,226000
1240,1,3,1,2016,0,Rural,169300
522,2,2,1,2015,1,Urban,148100
860,1,2,3,1965,0,Suburban,135000
4593,3,2,3,2021,0,Rural,353450
1950,3,1,2,1953,1,Urban,200900
716,5,2,3,1977,1,Urban,186400
3254,4,3,1,2003,1,Rural,306100
1127,5,1,3,2021,0,Suburban,190150
3767,2,1,1,1993,1,Urban,288750
1066,5,1,1,2016,1,Rural,180600
4258,3,2,1,1971,1,Rural,321700
2990,1,1,2,2013,0,Rural,230900
2520,4,2,1,1961,0,Suburban,236800
4030,4,3,2,2016,0,Rural,343800
3006,4,2,1,1983,1,Suburban,277700
4055,3,3,1,1979,1,Urban,338950
2691,5,1,2,1996,1,Rural,260850
4909,3,1,2,1987,0,Suburban,344050
3422,4,1,2,2015,1,Urban,303100
1228,1,3,3,1999,0,Suburban,178600
3828,3,1,1,1967,0,Urban,284000
973,5,1,1,2008,0,Suburban,168550
1105,2,2,2,1973,0,Urban,159650
4070,2,1,3,1987,1,Rural,302100
1742,2,1,2,1956,0,Rural,161400
4102,3,2,2,1987,0,Suburban,318700
4254,2,2,2,2014,0,Rural,319400
4870,3,1,2,1969,0,Urban,341700
4378,3,1,1,2021,0,Suburban,322700
2399,2,1,3,1989,0,Suburban,214150
4243,1,1,2,2006,1,Suburban,306450
2764,3,2,1,1959,1,Urban,253400
3645,4,3,2,1958,0,Rural,307150
1175,4,2,3,1988,1,Rural,192650
4553,5,3,3,2002,1,Rural,390750
1209,3,3,3,1967,1,Rural,193050
1422,2,3,3,1973,0,Suburban,190500
3899,5,3,3,1971,0,Suburban,343750
907,5,2,2,2004,0,Urban,189050
4743,1,2,3,2004,1,Urban,355850
1609,1,1,3,1996,0,Rural,161750
4092,1,1,2,2014,0,Suburban,291300
2288,3,3,3,2016,0,Suburban,256700
4459,5,1,3,2005,0,Suburban,351950
1990,3,1,3,1965,0,Urban,201500
4084,1,2,2,2012,1,Suburban,315300
4350,1,3,2,1973,1,Urban,336900
4700,4,1,3,1977,0,Suburban,345600
1981,1,3,1,2021,1,Rural,217850
1780,1,2,1,2019,1,Rural,192200
4442,4,1,1,1961,0,Rural,312900
1374,3,3,1,1953,1,Rural,187100
611,2,1,2,1998,1,Rural,127450
701,3,1,3,1953,0,Suburban,128450
3153,1,1,3,2013,1,Suburban,259050
1494,3,3,3,1952,1,Suburban,207800
4620,5,1,2,2012,1,Rural,362100
2031,5,1,1,1982,0,Rural,208650
1889,3,3,3,1977,1,Rural,230050
1030,2,3,2,2006,1,Rural,180800
2117,5,1,1,2016,0,Urban,233150
4641,5,1,1,1972,1,Urban,356150
864,1,2,2,1975,0,Rural,128200
3871,1,2,2,1971,0,Suburban,282350
3324,2,3,1,1988,1,Urban,295100
1872,2,3,3,1965,1,Urban,225600
3357,2,2,1,1952,1,Rural,260950
2737,5,1,2,1963,0,Rural,243250
3974,2,2,1,1974,1,Urban,308400
4944,5,2,3,1974,1,Urban,396900
4968,3,1,1,1957,0,Rural,328000
4076,1,2,3,1978,0,Suburban,299700
3862,2,1,1,2021,0,Rural,281900
4543,5,3,2,2011,1,Suburban,392950
4475,2,3,1,1962,0,Suburban,329850
1484,3,3,1,1981,0,Suburban,196000
2658,4,2,1,1958,1,Urban,257800
2026,4,3,3,2019,1,Suburban,264500
3872,2,2,1,1996,1,Suburban,304900
1536,2,2,2,1994,1,Urban,197500
3673,5,3,2,2014,0,Urban,345350
2489,1,1,2,2010,0,Urban,214950
2744,4,3,3,1972,1,Rural,281300
2602,4,3,1,2005,0,Rural,264100
2730,4,2,2,1978,0,Suburban,257400
1542,1,1,3,1972,0,Rural,151200
4958,4,3,2,1956,0,Suburban,377200
3020,1,1,1,1954,1,Urban,229700
4604,4,1,2,1957,1,Urban,344800
3207,4,3,1,1966,1,Suburban,297650
1829,5,3,1,2013,1,Suburban,252850
4155,5,3,3,1972,1,Rural,361850
4405,3,1,1,1974,1,Suburban,319950
1580,5,1,2,1988,1,Urban,212900
4105,4,3,2,1975,1,Urban,355250
1323,4,1,3,1957,1,Suburban,180750
4119,3,3,2,2001,1,Suburban,348750
3750,3,2,3,2004,1,Urban,326200
2615,2,3,2,2013,0,Rural,252150
4067,5,1,2,1972,1,Rural,322450
547,1,1,3,2005,1,Rural,121350
1940,1,2,2,1993,0,Rural,187400
4235,2,2,2,1985,0,Rural,309750
1444,1,2,1,1957,1,Urban,166800
3768,2,2,3,1955,0,Suburban,287400
4141,3,2,3,1998,1,Rural,333950
3619,4,3,1,1998,0,Urban,322850
2483,3,1,3,1980,1,Suburban,235650
854,1,2,2,1991,0,Suburban,137500
3805,5,3,3,2005,0,Suburban,349250
2417,1,1,3,1991,0,Urban,210650
4685,5,1,3,1967,1,Suburban,361850
868,1,1,2,1951,1,Urban,126200
3486,1,3,2,1964,0,Suburban,276000
1692,2,1,2,1981,1,Urban,186400
1886,1,1,2,1965,0,Urban,171300
4493,1,1,3,1951,0,Urban,302450
3502,5,1,2,1979,1,Suburban,301300
2396,3,1,1,2003,1,Suburban,228200
3047,2,3,3,1961,1,Rural,273150
2053,3,1,3,1955,1,Urban,211650
3310,3,1,1,1970,1,Urban,269000
3532,1,3,1,1961,0,Urban,277400
611,5,1,1,1967,1,Suburban,148150
4572,4,2,3,2000,0,Urban,366100
1563,3,3,2,2005,0,Suburban,212150
4697,1,1,1,1954,0,Urban,303550
1892,3,2,3,1987,0,Urban,218200
1697,3,2,1,1980,1,Rural,196350
4397,1,3,3,2015,1,Rural,346850
840,5,2,1,1987,0,Suburban,170600
3361,3,3,3,1952,0,Rural,286150
4791,3,3,3,1966,1,Suburban,376850
1705,3,2,3,1980,0,Suburban,201750
2074,1,1,3,1954,1,Urban,192400
3806,4,3,3,2009,0,Urban,345500
2040,4,2,3,1994,0,Suburban,232700
4084,2,2,2,1963,0,Suburban,300600
4553,2,2,3,1970,1,Rural,336150
2426,4,3,1,1985,1,Suburban,264300
4019,5,3,3,1995,1,Rural,361950
1905,3,3,2,1994,0,Urban,230950
2513,4,2,2,2015,0,Urban,262650
947,5,1,1,1956,1,Suburban,161650
2220,3,3,1,1997,0,Rural,232600
4367,5,2,3,1961,1,Urban,364150
4593,4,1,3,1979,0,Rural,335850
533,5,1,2,2022,0,Urban,160750
996,5,2,2,1952,0,Rural,167900
3411,4,2,3,1999,0,Suburban,302750
1903,3,2,2,1982,1,Rural,212250
3719,2,3,3,1969,0,Rural,299150
3210,3,3,1,2002,0,Suburban,288600
2102,1,2,1,1960,0,Urban,190600
4212,2,2,3,1971,0,Suburban,314400
4102,2,2,2,2019,0,Urban,323300
4596,2,1,2,1981,0,Rural,311600
2834,1,2,2,1995,0,Suburban,237700
1779,1,1,3,2014,1,Urban,195650
3745,1,2,3,1992,1,Rural,292350
549,2,3,2,2010,0,Suburban,152950
3164,4,1,2,1983,0,Urban,270600
2274,4,3,3,2008,0,Urban,268600
4088,3,2,2,2002,0,Rural,317500
4546,1,3,3,2010,0,Rural,342800
565,1,3,3,1956,1,Urban,147550
4723,2,2,1,1955,1,Suburban,335150
3244,4,2,1,1988,0,Rural,276100
687,3,1,2,1954,1,Rural,128050
4539,4,3,3,1983,1,Suburban,379350
3388,1,2,2,2006,0,Urban,273700
1166,5,2,3,2016,1,Suburban,215600
1432,5,1,1,2020,1,Rural,200100
2470,5,2,1,2004,0,Rural,252200
4352,3,2,1,2010,0,Rural,328100
4640,5,1,1,2007,1,Rural,356600
2676,2,2,3,2020,1,Suburban,262300
1117,3,3,2,2005,0,Rural,184850
1292,5,3,2,1972,0,Rural,203700
1750,5,3,2,1975,1,Suburban,242500
4493,1,2,1,1981,0,Suburban,311450
2944,1,3,3,1972,1,Urban,271300
2822,3,2,1,1954,1,Suburban,249800
4733,3,1,3,2013,1,Rural,353050
1850,3,1,2,1976,1,Rural,192800
3330,3,1,3,1967,0,Urban,269100
2775,1,1,1,1965,1,Urban,220750
2706,5,2,3,1977,1,Suburban,280900
2417,4,3,2,1964,0,Suburban,252550
4334,3,2,2,1958,0,Suburban,321600
2577,2,2,1,1966,0,Suburban,221150
1621,3,3,2,1968,0,Suburban,203950
1108,5,1,2,2013,1,Suburban,191800
1268,3,1,1,2006,0,Urban,167700
1283,5,1,1,1954,1,Suburban,177850
3429,2,3,1,2003,0,Urban,294850
2889,4,1,3,1988,1,Rural,263350
667,5,2,1,2000,0,Urban,170850
3756,5,1,3,1961,1,Urban,318600
2979,3,1,2,2010,1,Urban,269450
4634,5,1,3,1987,0,Suburban,355300
1479,5,1,2,1987,1,Urban,207550
2934,5,1,1,2015,1,Urban,283700
4522,2,1,1,1998,0,Suburban,313000
3316,2,2,1,1965,0,Rural,252800
1290,5,2,1,1991,0,Rural,189300
1974,4,1,3,2000,0,Urban,221200
3686,1,2,1,1997,0,Urban,280900
4501,2,3,1,1956,0,Rural,324350
2948,5,3,3,2015,1,Rural,314400
4174,1,2,2,1977,0,Urban,304300
3880,1,2,2,1960,1,Suburban,289500
1626,3,2,3,1952,0,Rural,184400
2250,4,2,2,1971,0,Suburban,231300
4697,3,3,3,1950,0,Rural,352350
3661,5,3,3,1967,1,Rural,335650
3689,1,3,2,2015,1,Rural,306450
1251,1,3,3,1990,1,Rural,182050
1732,1,1,1,1995,0,Urban,167600
1358,3,3,2,1980,1,Suburban,204400
4914,2,3,3,2003,0,Rural,369100
4360,4,3,2,2013,0,Urban,369400
4441,1,1,1,1958,0,Suburban,286950
3199,4,2,1,1985,0,Urban,282950
2500,1,2,3,2013,0,Suburban,231400
739,3,1,2,1965,1,Rural,133950
2690,5,3,1,1952,0,Suburban,267600
4714,2,3,3,2005,1,Rural,369700
2515,5,2,1,1965,0,Suburban,247750
662,3,3,2,2003,1,Suburban,176500
849,1,2,1,1989,1,Suburban,141650
530,4,1,3,1954,0,Urban,135200
2638,3,2,1,1966,1,Urban,249200
2675,5,2,3,2017,1,Urban,296350
3326,5,2,2,2004,0,Urban,310000
4119,5,3,3,1993,1,Rural,366350
1347,1,3,2,2007,0,Suburban,181950
1291,5,3,2,2018,1,Suburban,232450
1008,5,2,3,1985,1,Suburban,198400
4832,1,2,2,1952,1,Suburban,334700
1512,1,1,3,1993,1,Suburban,171000
3524,3,1,3,2021,0,Suburban,290000
3570,1,1,3,1975,1,Rural,263500
1574,4,3,3,1980,0,Urban,225200
968,4,2,1,2010,1,Urban,188900
2415,2,2,1,2014,0,Rural,222450
4983,1,1,3,1979,0,Rural,325350
1235,5,1,3,2001,0,Urban,194550
3356,2,3,1,2011,0,Suburban,288600
4977,4,2,2,1990,0,Rural,368350
595,3,1,3,1952,1,Suburban,132850
1411,3,3,1,1978,0,Suburban,191450
4888,2,1,3,2005,1,Rural,348400
3806,5,2,1,1963,0,Urban,316700
4936,1,3,3,2010,1,Urban,382300
1218,3,3,3,1986,0,Rural,189200
3504,5,2,3,1981,1,Rural,317000
1873,1,3,3,1953,1,Rural,202050
2928,2,1,2,1985,1,Rural,239400
4181,1,3,2,2007,1,Urban,338650
3309,4,3,3,2013,0,Rural,311850
3719,5,1,3,2012,1,Suburban,327050
3113,3,2,3,1950,0,Rural,258150
1004,5,1,1,1996,1,Suburban,176500
2765,5,1,3,1987,1,Urban,276850
4560,3,3,2,1997,1,Rural,364600
3484,2,2,3,1988,1,Suburban,293100
3296,2,3,1,2022,1,Rural,293900
4426,1,3,2,1994,0,Rural,327000
4308,5,2,3,1985,1,Rural,358400
988,2,1,2,1970,1,Urban,147900
2758,2,2,2,2019,0,Urban,256100
3213,4,1,2,1999,1,Rural,277850
4854,1,3,2,2001,1,Urban,370500
1750,5,2,3,2006,1,Rural,236800
4460,5,2,3,1998,1,Rural,369900
1914,3,2,2,1951,1,Suburban,208500
1491,3,3,2,1968,0,Rural,192450
899,1,2,2,1998,1,Urban,156850
4904,4,2,3,1964,1,Urban,381900
4555,4,2,3,1956,0,Rural,342050
4599,2,1,3,1992,1,Suburban,335050
2067,2,3,3,1997,0,Rural,224950
4317,5,1,2,1967,1,Suburban,338450
2773,5,1,2,2014,0,Rural,260350
1625,4,1,3,1976,1,Suburban,201550
3823,1,1,1,2006,0,Urban,275450
3103,4,3,2,1968,1,Urban,303050
3999,2,3,2,1955,0,Urban,313950
2065,5,3,1,1968,1,Suburban,251150
1418,4,1,2,1961,1,Urban,186700
1815,4,3,3,2019,0,Rural,238950
4619,1,1,2,1998,0,Rural,307850
2154,5,3,2,2001,0,Suburban,260500
3958,2,2,2,1987,1,Urban,316500
2113,1,2,3,1968,0,Urban,203550
741,4,1,3,1998,1,Rural,158950
4798,3,1,1,2000,0,Rural,332400
4832,4,2,2,1968,1,Suburban,369500
1450,4,2,3,1966,1,Rural,199800
3569,2,1,1,2008,1,Rural,273350
793,5,3,3,2016,1,Suburban,211950
4805,5,1,1,1961,1,Rural,351050
1287,4,1,3,1966,1,Suburban,181650
2132,3,3,1,1979,0,Urban,232800
3573,5,3,3,1976,1,Urban,343950
4570,1,3,1,1980,0,Suburban,330000
2776,5,2,1,1981,1,Rural,270600
3814,4,3,3,2006,1,Rural,345000
1991,4,3,3,2003,0,Rural,242950
3101,4,2,1,1954,0,Rural,258750
2760,3,2,1,1973,1,Urban,257400
2331,5,1,3,2021,1,Rural,255350
885,3,2,2,1952,0,Rural,142350
1027,1,2,1,1989,1,Urban,155550
1911,2,1,3,2021,1,Rural,204350
3850,3,1,3,1957,1,Rural,292100
4697,3,1,3,1981,0,Suburban,336650
889,1,2,3,1955,0,Suburban,133450
1725,5,2,1,1969,1,Rural,214450
4138,2,2,2,1991,0,Suburban,311700
4292,3,3,3,1965,1,Rural,346600
1340,3,3,3,1950,0,Suburban,189500
1877,5,1,2,2002,0,Suburban,216950
734,4,3,3,1998,0,Rural,178600
613,5,2,1,1966,1,Urban,167950
3638,5,3,1,1970,0,Rural,315400
1308,5,3,2,1981,1,Urban,227200
2650,2,2,1,2010,1,Suburban,248000
910,2,2,3,1969,1,Rural,153700
1818,2,1,1,1995,1,Rural,181900
4586,4,3,3,1986,1,Rural,377600
2087,2,2,3,1982,1,Urban,226450
1560,3,3,3,1962,1,Rural,209100
566,4,1,2,2015,0,Suburban,145300
2753,3,3,3,2018,0,Suburban,280550
840,3,1,3,1989,0,Suburban,146200
4477,2,3,2,1997,0,Urban,350450
2973,1,2,3,1967,0,Rural,236250
1455,4,2,3,2011,1,Suburban,218550
4804,2,2,1,1975,1,Urban,350200
2510,3,2,2,1980,1,Suburban,247000
2388,3,2,2,1952,0,Urban,227500
868,3,1,3,1984,0,Urban,151100
2262,3,3,3,1966,0,Suburban,240400
1493,4,2,3,1967,0,Rural,192250
581,1,3,1,1952,1,Suburban,132150
1687,5,2,3,1957,1,Rural,218950
876,2,1,2,2020,1,Urban,157300
502,4,1,2,1985,1,Suburban,143100
1183,5,3,1,2010,0,Rural,204650
3689,4,1,3,2007,1,Urban,319050
4227,4,3,2,1978,0,Suburban,347250
1263,5,2,1,1998,1,Suburban,205050
765,4,1,1,1997,1,Suburban,154850
2982,3,2,1,2007,0,Rural,258700
3229,4,2,2,1956,0,Rural,270750
1224,4,3,3,1979,0,Rural,197400
3340,5,3,3,1961,0,Suburban,312800
2923,2,1,1,1990,0,Urban,235650
2913,4,2,1,1971,1,Suburban,269450
2975,2,3,2,2020,1,Suburban,287250
1564,1,3,2,1952,0,Rural,171300
2791,1,1,2,1964,0,Suburban,211250
3392,3,2,3,1953,0,Rural,273000
4898,3,3,2,1971,1,Rural,373700
4965,5,1,2,1989,0,Urban,372450
2822,3,3,1,1962,1,Urban,272200
546,4,1,2,2007,0,Suburban,141900
2664,2,2,3,2016,1,Urban,265500
4161,4,1,3,1988,1,Rural,326950
3064,4,2,3,2016,0,Suburban,290500
3825,5,2,3,2007,0,Rural,330850
3166,3,3,1,1970,1,Urban,291800
1255,4,2,2,1968,1,Suburban,190650
3744,5,1,3,2014,0,Suburban,318900
1952,4,3,1,2019,0,Suburban,240800
1404,1,3,2,2022,0,Rural,184300
2954,5,3,1,1986,1,Urban,306000
3987,1,2,2,2011,0,Rural,295150
4560,5,1,1,2018,0,Suburban,350900
4263,3,3,1,1999,0,Suburban,340350
1278,2,3,2,1959,1,Rural,179100
2290,2,1,3,2001,0,Urban,217300
2101,2,1,3,1951,1,Suburban,197850
4343,4,1,2,1958,0,Rural,312050
4175,1,2,1,1974,1,Suburban,303450
4357,2,2,3,1951,0,Rural,310650
1505,2,1,3,1980,1,Suburban,176750
3200,2,3,2,2006,1,Urban,299300
731,2,2,1,1951,1,Rural,129350
4153,1,2,2,2013,1,Rural,314050
2633,1,2,3,1978,0,Rural,222550
4336,3,1,2,1965,0,Urban,313800
2190,4,1,3,1980,1,Suburban,231000
1723,5,1,1,1986,0,Rural,194450
2703,3,1,2,1961,1,Urban,240950
1397,2,3,3,2009,1,Urban,215050
2369,2,3,1,1977,1,Suburban,239050
651,1,1,3,2006,1,Rural,126850
1851,5,3,3,1973,0,Urban,246950
671,1,2,1,1983,1,Rural,125950
1929,4,3,3,1991,1,Rural,246250
3933,1,3,3,1953,1,Rural,305050
3699,4,2,2,2012,1,Suburban,326050
2398,3,3,3,2005,1,Urban,273900
1859,4,2,2,2021,1,Suburban,236750
1192,5,2,3,1957,1,Urban,204200
599,2,2,1,1976,0,Suburban,125250
3942,1,3,3,1956,1,Suburban,311400
3549,3,1,3,1954,1,Urban,286150
2420,1,3,2,1992,1,Suburban,241100
927,3,3,2,1958,0,Urban,171250
1086,2,2,1,1977,1,Suburban,159900
3467,5,1,3,1997,0,Rural,294950
3704,5,1,1,1963,0,Rural,286600
755,4,1,1,1950,1,Suburban,140250
1973,4,3,2,1996,0,Urban,244950
1220,1,2,3,2011,1,Suburban,176800
2500,4,1,3,2003,1,Rural,248400
3507,5,2,3,1985,1,Urban,328350
3127,1,3,1,1980,0,Urban,262850
2789,2,3,2,1994,1,Urban,275150
4710,2,1,3,1986,1,Suburban,338800
2231,2,3,1,1984,1,Suburban,234250
2677,2,3,3,1993,0,Suburban,259250
2080,3,3,1,2002,1,Urban,247100
3726,5,3,1,2010,0,Rural,331800
1493,1,3,2,1962,1,Urban,190750
2496,3,3,1,1994,1,Suburban,260500
2352,3,3,3,2013,0,Suburban,259000
581,2,3,3,2012,0,Urban,165150
4350,2,1,3,2017,0,Rural,315100
3512,2,1,1,1968,0,Rural,248500
3216,1,1,1,1953,0,Urban,229200
1955,5,2,2,1952,1,Rural,225850
1697,2,3,3,1979,1,Urban,221050
3612,4,2,2,1985,0,Rural,298600
3416,5,1,3,1986,0,Suburban,294100
1811,3,3,2,1985,0,Suburban,218550
1060,2,2,1,1998,1,Suburban,164900
2604,1,1,2,1964,1,Urban,216900
2553,2,2,1,1997,0,Rural,224250
2098,3,2,3,1957,1,Rural,219500
1444,1,3,3,1994,1,Urban,202900
1078,5,2,2,1981,1,Rural,190700
1414,1,3,2,2011,0,Rural,181500
661,1,3,1,2016,0,Urban,150350
1274,2,1,1,2017,1,Urban,171300
556,4,3,1,1980,0,Urban,164300
1689,2,1,1,1983,0,Rural,161850
4544,2,1,2,1990,0,Urban,321700
1045,5,3,1,1988,0,Rural,191150
3480,5,2,3,1954,0,Rural,297700
4642,4,2,1,2021,1,Suburban,370900
1913,5,1,3,1969,0,Rural,208850
2915,1,2,2,1960,0,Urban,236250
4583,3,3,3,1983,0,Rural,356550
3888,2,1,2,1967,0,Urban,282000
3703,3,2,3,1995,0,Urban,311150
1912,4,1,3,1972,1,Urban,219700
3129,2,2,1,2022,0,Suburban,265550
1071,5,2,1,2000,0,Rural,181050
2240,4,2,1,1958,1,Rural,226900
4427,5,1,3,2022,1,Rural,360450
847,2,2,1,1974,0,Urban,142050
1344,5,3,2,1962,0,Rural,203300
3165,2,3,2,1999,1,Urban,295450
4090,5,2,1,1996,0,Urban,340800
2999,5,1,1,2020,1,Suburban,283450
1042,3,2,2,1996,0,Urban,173400
715,4,1,3,1964,1,Suburban,152450
3400,5,2,1,1977,1,Rural,300600
4893,2,1,3,1966,0,Suburban,331950
1869,1,3,1,1953,1,Rural,191850
785,5,2,1,1984,0,Urban,171950
3559,1,2,2,2019,0,Urban,286150
4721,4,2,1,1955,0,Rural,340050
550,3,1,2,2022,0,Urban,141600
2225,4,1,1,1978,1,Suburban,222150
1899,5,2,2,2005,0,Rural,228950
3936,5,2,1,1963,0,Rural,313200
3803,4,1,2,2004,1,Suburban,313850
3217,3,1,3,2016,0,Rural,268150
1829,4,1,3,2016,0,Urban,218750
3822,5,1,1,1995,0,Suburban,307100
3398,4,2,3,1951,1,Suburban,297700
2889,5,3,1,2001,1,Suburban,302250
1248,2,2,1,2014,1,Urban,184100
1023,3,1,2,2003,1,Suburban,164550
1154,4,1,2,2008,1,Urban,187600
4994,4,1,3,2013,0,Urban,376100
3453,1,1,1,1982,0,Rural,239750
3689,3,2,3,1978,0,Suburban,300350
2608,1,1,3,1955,0,Rural,199400
2438,1,1,2,2000,0,Rural,199400
1704,5,1,1,1962,1,Suburban,201300
4539,1,2,2,1954,0,Urban,315650
4582,2,2,1,2001,1,Urban,346900
4562,1,3,1,1976,0,Urban,333400
764,4,2,1,1958,1,Suburban,158100
3834,1,2,1,2018,0,Suburban,289600
1211,2,2,1,1962,0,Suburban,151650
1412,3,3,1,1963,0,Suburban,187000
2234,5,1,3,1968,1,Urban,244600
1945,2,1,3,1962,1,Urban,198350
2636,4,3,1,1989,0,Rural,261000
831,4,2,3,2014,1,Urban,193250
4349,1,3,2,1986,1,Urban,340750
4334,1,3,1,2017,1,Rural,334300
651,1,2,1,1980,1,Rural,124050
1207,1,2,3,1980,0,Suburban,156850
920,5,1,3,2002,1,Urban,189100
752,1,1,1,1957,1,Rural,107200
1498,3,1,3,1996,1,Suburban,191200
4055,5,2,1,1992,1,Urban,347850
792,5,1,2,2004,0,Rural,158300
1740,3,2,1,2010,1,Rural,207500
668,5,1,1,1953,1,Urban,151800
3281,5,2,3,1979,1,Rural,305250
536,5,1,2,1975,0,Rural,136800
1944,5,2,1,1957,1,Rural,221800
4891,1,3,2,1998,0,Rural,351450
2867,1,1,3,1981,0,Urban,230150
1422,2,1,2,2015,0,Rural,163100
2320,2,2,3,1975,0,Suburban,221000
2942,3,3,3,1950,1,Suburban,279600
4878,2,2,3,1974,1,Suburban,358600
2162,1,1,1,1963,0,Suburban,174500
1498,3,3,2,2003,1,Suburban,218300
4681,1,2,2,1970,0,Suburban,322550
4802,5,2,3,1983,1,Urban,392500
4446,4,2,3,1987,0,Urban,355900
3024,4,1,2,1980,0,Urban,262700
630,2,2,1,2004,0,Suburban,135200
4731,1,1,3,1983,0,Urban,323950
3917,1,1,3,2005,1,Rural,289850
2717,3,3,3,1990,1,Suburban,280350
3516,4,1,2,1953,1,Suburban,284200
1686,2,3,3,1983,0,Rural,201700
4794,2,2,3,2008,0,Suburban,354600
3312,2,3,2,2018,1,Urban,308500
2017,2,1,3,1956,0,Rural,180150
4698,1,1,2,2021,1,Rural,328700
505,5,1,2,2012,0,Rural,146350
