LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
16134,1909,1069,219,3,1,10,199197
7773,2019,1081,292,1,1,4,176157
15696,2006,1104,1227,3,4,4,284317
18596,1912,1240,201,2,3,7,211205
16502,1975,1407,31,1,5,8,201323
6700,1908,1148,1112,2,1,6,286158
16862,1967,804,1225,2,3,9,254054
7700,1938,838,1316,1,5,6,267905
11815,1923,1028,715,2,1,10,216129
16821,2017,553,752,2,2,4,163046
17782,1933,1635,1016,3,1,6,317974
6647,2002,1183,114,1,2,9,199224
11038,1960,918,721,2,2,7,209415
10164,1940,804,1245,3,4,4,255309
10520,1904,1961,181,1,4,5,269695
16510,1978,584,770,2,3,6,162769
8687,1949,751,468,2,5,7,167221
5596,1903,625,425,2,3,9,145894
9545,1950,1109,833,2,4,5,239547
13676,1951,1928,1083,2,3,11,371593
13837,2021,803,484,1,5,5,182179
19955,1938,1551,10,1,5,7,216522
16281,2021,1347,1408,3,1,7,340268
18917,1907,1789,1433,3,3,9,395218
9757,2012,1575,41,3,4,8,238525
18045,1944,1154,122,1,1,5,175362
9384,1987,1143,700,1,3,3,219977
13912,2016,1357,251,1,5,8,236269
9733,1927,1010,972,2,4,8,256999
19570,2018,706,603,1,3,6,159137
19751,2006,1073,212,1,5,4,171460
12081,1926,1374,267,2,5,11,234995
13690,1964,1010,1005,3,3,8,257056
12117,1933,700,706,3,3,3,160274
9729,1980,1322,539,3,4,10,248087
6673,2000,1807,705,2,1,9,324992
19318,1961,1880,1010,2,5,8,365295
16259,1961,1570,618,2,1,3,271899
13306,1937,1519,1158,1,1,7,322367
16171,1925,636,497,3,5,6,165604
17961,2020,629,1020,2,3,9,206952
14928,1923,1718,781,2,5,4,311312
18545,1938,1517,125,3,1,3,220063
16803,1920,1887,1382,3,4,9,398708
12178,1993,931,840,1,5,10,239678
15445,1946,1592,982,3,4,7,344120
7294,2014,1981,1341,2,3,10,388213
8630,1947,1039,11,1,3,6,157131
5146,2020,834,1317,3,4,10,276816
19453,1912,1025,1463,1,4,5,301398
17174,2000,1057,515,2,5,9,215598
8453,1902,1408,1414,2,3,8,359177
9507,1931,1539,315,2,4,3,242280
10783,1934,1979,1031,2,2,7,372333
12751,1918,1009,1147,1,5,6,271814
15602,1913,708,1395,1,5,8,261804
10628,1947,1681,313,2,2,11,272808
13328,1985,1860,1208,1,3,6,372813
8360,1980,1764,546,2,4,4,291359
8005,2022,557,38,2,4,10,109750
8552,1967,1315,1107,3,3,3,308837
5018,1944,1828,1044,1,2,8,335320
7242,2003,1868,252,3,2,6,274234
19665,1918,1537,302,2,2,8,229479
19247,1963,1882,978,3,5,5,346692
11318,2000,876,257,2,4,11,164869
10097,1965,742,999,2,1,5,209684
13640,1978,1492,541,2,5,5,273445
6948,1965,1668,639,1,5,7,301872
14137,1974,1390,551,2,4,9,268014
18665,1944,914,460,2,3,8,184409
10618,1986,893,223,1,4,9,183827
9236,1973,1228,91,1,3,11,192127
11901,1966,857,279,2,4,5,176251
6920,1968,1681,1193,1,5,7,350873
16169,1902,1173,247,2,2,7,188575
9188,1937,517,1384,3,5,5,243249
17207,1976,1227,1372,1,5,11,313622
5238,1941,1060,865,3,1,11,240760
5204,1982,1870,1458,2,5,8,423456
15799,1939,1581,1429,1,5,7,367674
10552,1949,654,77,1,5,6,115120
17532,1934,986,457,2,1,6,202478
9927,1923,650,585,1,3,7,157223
16580,1987,1882,1415,1,1,4,409741
16164,1916,867,1037,1,2,10,237080
9390,1939,1570,44,3,3,9,227154
7687,1973,706,37,2,1,9,129510
9951,1965,949,415,2,2,3,170233
11160,1943,1423,244,2,2,10,231856
17358,1922,1196,1085,1,4,3,295292
10388,1905,1069,492,1,4,11,213031
14540,1965,642,322,1,5,8,145231
17592,1920,1923,1275,2,3,10,399164
10126,2018,1620,467,3,1,3,277237
18625,2019,1570,1084,2,5,8,335365
5816,1934,690,1142,2,3,3,238053
18414,2012,639,86,3,4,5,119922
14012,1928,1114,79,1,1,4,165674
5192,1906,1754,227,1,2,4,246558
6776,1992,1863,482,2,2,6,301715
8645,1952,1424,622,3,5,9,286724
17816,1936,1572,1333,2,5,5,356929
11314,1922,1123,947,2,1,9,251658
13442,1996,1976,484,3,2,11,324848
6788,1907,1839,839,3,5,6,356145
12374,1975,1845,24,1,2,9,248414
19876,2009,586,1225,2,4,3,241680
8700,1947,1997,1248,3,5,4,403908
19314,1909,781,778,3,3,10,216989
15655,1978,1263,930,3,5,5,287647
18691,2016,1597,794,3,4,7,313442
14359,1923,952,752,2,1,10,239548
19360,1989,546,1206,2,2,7,212678
8893,1946,1619,1100,2,1,3,327676
11811,2005,1437,425,3,5,4,263662
14288,1952,530,1090,1,3,5,213397
7679,1938,1033,659,3,1,4,219705
15039,2021,516,684,2,3,11,158284
8904,1966,1735,546,2,5,7,287600
12260,1965,1758,1100,2,3,3,350253
5504,1905,891,915,1,3,10,237505
14813,1920,1506,54,1,4,5,214295
19671,1972,853,1496,2,1,11,284385
15664,1973,804,1270,3,5,11,274896
15738,1935,1008,1462,2,4,8,304341
14579,2022,1211,313,2,3,6,206412
16186,1902,1918,1343,1,4,11,407475
11773,2004,1954,219,1,4,11,295710
8816,1987,1184,1394,1,3,4,296575
18510,1985,1285,1239,1,5,8,310651
5717,2012,1356,48,2,2,6,181777
16676,1977,676,462,3,4,5,143220
9434,1941,1929,117,2,1,8,272712
5658,1944,800,81,2,3,10,145768
10057,1943,944,1286,3,2,11,273433
9008,1990,1650,495,2,4,11,296346
17716,1932,1872,633,3,3,4,322814
9994,1959,520,836,1,3,10,173298
9234,1985,1515,601,1,4,10,277989
8764,1992,1210,769,1,1,7,230871
16181,1982,1200,672,3,3,6,252979
9637,1982,1943,175,2,3,11,271716
7104,1969,651,804,1,4,6,185642
14447,2008,1683,1112,1,2,6,348726
11801,1982,1358,638,2,3,5,255376
15674,1976,1966,1382,1,3,5,393157
13575,2022,595,1309,1,4,5,215657
7607,1925,1875,296,3,3,9,318012
13385,1985,1598,1283,2,4,7,342799
16999,1920,1377,474,3,1,11,265070
8719,1999,1139,535,1,4,4,211074
7581,2019,1882,1060,1,2,6,356596
7565,1901,1656,1204,2,3,4,344678
7763,1946,899,24,1,1,10,126080
15990,2007,1662,348,3,3,6,262269
11328,1929,745,636,3,3,3,195725
10991,1926,1814,226,2,4,5,250808
15531,1970,611,1371,2,3,9,245716
8406,1919,1693,37,1,1,5,242149
13923,1949,1763,1406,2,5,7,395743
19451,1994,1860,569,2,3,4,311673
16064,1922,1661,235,1,4,10,264708
16312,1912,1759,1204,1,2,6,353880
9780,1980,1293,113,3,3,3,192239
9177,1903,1526,305,3,4,6,264271
11476,2020,615,131,2,3,10,114277
7604,1913,1995,347,1,5,11,321217
13181,1919,1654,1203,2,5,3,340575
7382,1912,1433,414,3,1,8,240882
5531,1902,1924,982,2,5,6,377594
11079,1989,1724,731,3,4,10,323817
17508,1989,791,653,3,5,3,189925
5634,1981,841,384,2,4,7,192140
14961,1995,1514,511,3,3,3,252755
16996,1977,1739,1066,3,1,6,364835
15562,1946,1084,1141,1,1,4,262630
19162,1902,1889,60,2,5,11,291292
5002,1900,1992,552,2,2,4,310662
19005,1989,1941,187,2,5,6,298182
13397,1923,526,452,3,2,5,148217
10951,2012,954,846,3,5,3,229333
17327,1934,1417,186,3,4,3,217813
19394,1913,1079,937,2,4,4,237971
15813,1966,513,1487,1,2,10,230500
17931,1912,597,163,2,1,4,116917
10626,1946,778,1447,2,2,3,258442
12739,1949,989,101,2,3,8,150279
11003,1977,1484,1290,1,1,3,325678
7890,1984,1460,1176,2,2,11,344384
16385,1925,1123,1452,1,3,8,320515
15858,1902,706,690,1,3,8,194940
11239,1950,1756,1450,2,5,3,367579
13026,1939,1096,577,2,2,9,227839
8306,1967,1194,610,2,4,5,217555
5897,1935,1762,535,3,5,3,288660
14277,1950,749,1356,1,1,11,265014
14471,2006,1239,760,2,4,10,270466
19896,1900,805,895,1,3,6,225629
19683,2003,1986,1463,3,1,5,410968
5670,2010,1759,970,3,5,4,358532
12291,1932,1814,123,2,3,4,259884
6505,1906,1562,1325,1,3,5,334852
11460,2016,1497,667,3,3,3,286018
16767,2015,1217,348,3,4,9,225788
18006,1951,682,248,1,5,4,137288
10167,2019,1144,1294,3,5,8,323783
15147,1910,529,1452,1,4,8,265019
10255,1926,1911,706,2,5,6,333488
5249,1913,1266,712,1,3,6,255125
11457,1985,1666,1006,2,3,3,324405
6892,1979,1114,246,1,3,8,181487
8439,1945,1942,480,3,5,10,329863
15045,1975,1504,97,2,2,6,226291
7854,2012,573,328,1,1,3,123342
14695,2009,1578,1448,2,2,6,347550
16577,1909,1461,1447,1,4,4,342369
16763,1923,523,1028,1,2,6,205466
8792,1960,1545,458,2,2,10,252105
16618,2009,927,795,2,4,5,209374
19820,1917,1555,592,2,2,7,287367
10330,1985,1362,497,3,1,4,236483
12871,1908,838,86,1,5,11,131383
13235,1916,1011,401,1,4,5,186562
8612,2001,1593,1316,2,2,3,338984
7618,2003,1171,1304,1,3,9,294479
9678,1957,1611,196,1,3,7,263832
8163,1912,1376,763,1,4,11,262559
14480,1949,1070,1106,2,3,5,261463
7942,2000,1263,26,1,1,3,170012
13411,1905,1742,134,1,2,9,235654
6925,1984,1212,1113,3,1,10,306810
7972,1950,1088,205,3,1,4,168793
16705,1935,1266,1050,2,5,4,278028
15640,1970,1793,1401,1,2,11,394523
16663,1999,1318,1438,1,4,6,336834
15966,1924,577,1250,3,3,3,224110
5990,1910,509,602,2,5,11,158637
16138,1943,1991,1091,2,1,11,378115
6812,1913,1859,361,1,3,8,289487
18145,2008,1135,1283,3,2,8,292908
13995,1928,1709,657,3,1,11,324780
5489,1973,1644,1086,3,1,4,350112
16748,1949,1091,971,1,2,11,247418
10876,2011,1217,979,1,4,6,289467
14685,1904,1064,940,1,5,6,251609
8645,1971,1797,907,3,2,11,335418
12081,2009,909,1415,2,3,9,292451
7891,1968,857,245,1,3,7,152156
14897,2021,597,277,1,1,10,131490
8516,1987,1506,346,2,5,3,255500
8340,2003,740,371,2,4,9,172608
11410,1956,1056,808,3,4,6,239254
5053,1925,1210,848,1,3,4,269494
7575,1905,1637,122,3,4,4,240067
16783,1915,1764,1080,1,3,11,363516
5615,1959,655,159,3,5,8,147908
18370,1999,851,1150,3,1,6,250789
10944,1911,543,736,2,3,4,170067
12404,1974,1091,1334,1,5,9,292596
5954,1902,1835,517,2,3,11,309406
15625,1962,637,934,2,2,4,183675
6629,2007,935,1288,2,3,6,281365
15973,1963,1253,745,1,5,3,245961
11859,1961,642,287,3,4,3,134635
13841,2000,1523,419,3,3,5,253205
15539,1905,1822,139,1,1,3,241534
17682,1918,761,706,1,5,6,192479
8278,1917,1011,697,3,4,8,230367
10455,1979,1172,986,3,5,7,285100
15832,1986,561,474,2,3,11,153777
8801,1942,1946,388,3,2,4,287893
7561,2000,1919,510,2,2,4,313120
16441,1972,530,537,3,1,5,148105
11539,1902,1853,212,3,1,6,280873
5370,1971,1448,896,3,4,11,312809
5857,1937,1301,1288,2,2,8,321615
9886,1967,1692,1366,2,3,11,368794
17945,1975,765,1061,3,5,7,237361
12485,1943,807,232,2,5,11,172905
18680,1994,958,259,2,2,11,174271
5383,1988,1708,307,2,2,3,270937
19397,2016,833,402,2,5,11,201758
17069,1979,1014,996,1,4,9,259027
15744,1962,940,1284,2,5,10,286846
9334,1941,1172,1499,3,1,5,338950
9290,1963,890,749,2,3,3,181208
7725,1953,1434,1129,3,2,6,321513
17226,1977,1059,1270,2,2,3,286307
16485,1976,753,303,3,4,3,136440
11204,2004,1858,342,1,1,6,268667
18440,1970,1923,1470,3,5,10,437316
11111,1975,1689,1061,2,1,3,326257
9251,1936,1783,854,2,1,11,339390
17180,2013,1527,1069,3,4,8,313427
5922,1903,618,1243,1,4,7,214813
7915,1901,1495,255,2,5,11,246886
16142,1998,969,136,2,5,11,189353
12957,2021,1993,1254,3,3,11,417558
18897,1943,1284,817,3,1,5,254210
8046,1966,1593,972,1,5,10,319907
14166,1967,1193,37,3,4,6,191983
6230,2001,1364,1178,2,3,6,313546
15627,1975,1275,104,3,3,9,209433
12647,1982,1893,254,1,4,10,285220
15006,1973,680,1427,1,5,6,250880
16126,1961,1528,487,2,4,8,269605
9933,1900,1720,457,3,5,3,280528
19295,1916,546,527,2,4,4,140620
14555,1915,1133,590,1,4,7,207869
8940,1908,1663,524,1,2,6,269713
11483,2020,1950,369,3,5,5,298975
5203,1952,1088,101,3,1,8,167973
5160,1972,809,915,2,2,8,219075
17679,1958,773,663,1,2,10,197874
13960,2018,1339,689,2,2,4,250951
8748,1908,1913,598,2,2,9,324161
11718,1911,958,599,2,1,9,201847
7581,2018,1232,540,1,2,4,222294
6093,1940,860,388,3,1,8,174923
9500,1914,1517,362,1,1,7,219849
13799,1965,1592,930,2,2,4,306033
10710,1974,1161,611,1,3,11,235281
14732,1910,1198,1138,2,1,10,293393
7875,1907,1954,721,2,2,9,332491
8191,1954,1384,342,3,4,8,239330
6837,1995,1257,1097,2,4,7,303680
5689,1905,1555,134,1,5,11,234386
8759,1952,1120,939,3,1,7,254270
16141,1919,681,977,3,1,8,227230
18528,1938,1185,379,3,4,5,207239
7103,1998,1180,1148,3,1,11,278200
5365,1971,747,37,3,1,10,139812
19010,2013,1119,780,1,4,11,235626
16767,2012,1820,309,2,2,3,269080
13092,2006,529,105,2,4,3,105310
17742,1933,1825,555,2,3,4,309887
17391,1956,1999,1248,2,4,6,404306
9172,2016,1372,1265,3,4,7,322043
17517,2022,1447,396,2,2,9,262577
11033,2019,1875,152,2,4,6,270668
7378,1918,1484,535,3,4,3,255976
6205,1970,816,995,3,2,10,247646
9988,1930,1236,965,3,4,5,272249
17031,1981,1920,1425,2,2,11,414472
10669,1939,1612,1169,3,3,4,338531
7735,1913,1757,1214,3,2,3,355490
19362,2002,667,892,1,1,10,221319
16539,2016,1242,582,1,1,5,226448
14867,2022,625,200,2,2,3,94465
13490,1999,1072,11,3,4,5,151036
5956,1980,619,1075,2,5,10,229177
14306,1936,1951,767,1,5,6,328433
11623,1943,1508,1325,1,3,9,339073
19908,1908,1713,1323,3,3,10,389878
15697,1957,1951,919,2,5,9,367210
6474,1919,1059,520,1,5,3,212156
9460,2008,1725,1163,3,2,6,368585
12002,2020,1582,99,2,5,11,253624
18986,1991,1196,1160,3,1,9,286091
17638,1949,722,870,3,3,3,211820
16918,1919,1534,365,1,3,10,262494
16663,2004,1292,656,2,1,6,245009
11396,1935,1313,160,1,3,9,196398
7828,2016,809,760,2,5,8,214314
19192,1926,1511,174,2,3,9,237117
7850,1971,1248,1111,3,1,3,273049
18299,1931,1557,1422,3,3,8,377683
15698,1900,1518,544,2,5,5,267623
16962,1916,1863,476,3,2,6,303817
7964,2020,980,282,1,5,3,175462
9594,1908,1073,956,2,3,10,265249
14141,1983,1324,451,1,4,4,227818
19282,1944,1616,81,3,3,5,226145
19334,1995,1127,1236,2,3,9,310602
17795,1965,1656,815,3,1,4,319976
18615,1931,1343,519,1,4,6,252835
11644,1944,1488,133,2,1,9,222870
7850,1908,918,446,3,1,5,188224
19933,1929,1991,117,1,5,4,267814
5165,1983,1967,1266,1,2,10,393323
16678,1937,529,748,3,3,4,153054
15701,1959,797,1173,2,4,9,246986
5919,1900,1584,645,3,3,5,294006
13305,2020,957,378,2,1,6,187627
8504,1904,803,607,1,2,8,174661
5991,1962,1457,965,1,1,5,281305
11047,1998,839,524,1,3,3,176903
19542,1935,947,1140,3,5,10,259498
8839,1964,1825,575,3,3,6,326852
6258,1977,1380,936,3,1,3,274139
12609,1972,1039,661,1,4,4,214031
16618,1993,984,1340,2,4,8,296564
13706,1923,576,875,3,4,3,187334
18519,1903,1014,11,3,4,11,167911
9804,2013,1443,1113,3,4,9,333992
16388,1977,1158,387,1,2,10,203348
19473,1988,591,82,2,2,10,117787
17626,1967,965,975,2,5,8,253861
15776,1924,965,395,2,4,10,184913
5067,1973,1563,544,3,1,9,290235
14788,1998,1189,660,3,1,3,228801
10660,2018,1852,639,2,3,5,319570
9478,1906,1808,99,1,4,11,257462
13210,2005,1446,456,2,1,10,232737
15922,1912,1053,873,3,5,7,268232
8521,1967,1589,327,2,1,3,242237
19409,2013,608,723,2,5,4,179862
5572,1942,1938,73,2,4,11,284221
12082,1956,591,1119,1,3,10,237855
12832,1935,1502,91,3,3,11,242938
10395,2019,867,329,3,2,4,172240
7258,1913,1319,174,2,4,5,201749
16094,1981,922,314,3,1,5,168174
11039,1971,1071,496,1,3,3,198081
5650,1995,1361,1292,2,5,4,331516
10741,1926,1763,427,1,5,7,285326
18281,2005,934,34,2,1,9,142920
11838,1936,711,118,2,1,8,134065
7587,1986,1923,1394,2,4,4,415980
12876,1970,1025,924,1,1,10,221606
8262,1975,967,1474,3,1,6,301954
6338,1924,1693,1332,3,1,4,359609
9996,1966,1291,1380,3,3,6,334873
16826,1989,1374,1399,3,4,10,350217
10780,1903,709,827,1,1,3,177932
7827,2005,755,1128,3,1,11,244239
18873,1999,572,389,3,5,10,143234
19211,1978,646,175,2,3,10,123627
19069,1995,1863,105,1,1,11,259317
10232,1992,816,591,2,3,9,194302
7217,1973,1105,1186,3,4,11,312410
8539,1984,1074,913,2,4,3,255966
12845,2017,1677,1290,3,2,3,355010
19232,1915,1778,1302,2,5,6,369145
14229,2010,1874,1326,1,2,4,376733
19026,1918,1046,954,2,3,10,264429
9383,1928,1334,952,2,5,3,281395
17170,2015,811,860,2,1,6,205541
19524,1950,1307,126,2,5,11,228118
7961,1917,1264,1269,3,5,4,318149
8226,1957,633,823,2,4,8,196339
18878,1943,1447,233,1,2,6,219430
11837,2020,1652,666,2,4,6,311846
19033,1915,935,930,1,4,8,219308
12031,1964,1803,1462,2,2,6,394712
19806,2011,857,136,3,4,11,146661
14290,1901,1429,555,1,5,10,262135
15516,1955,1382,758,1,3,10,258576
14131,1978,751,1172,2,1,7,238156
8716,2002,634,55,3,1,8,94547
8414,1927,1022,355,3,4,3,175733
6448,1964,1303,1280,1,2,3,300748
5570,1904,1159,922,2,5,11,278426
7904,2005,818,812,3,4,6,234027
18288,1921,579,1086,3,5,5,234696
18493,2016,1714,1086,3,5,7,344053
7505,1999,1976,805,2,1,11,346565
5917,2009,1867,1052,2,3,11,365737
15066,1912,1553,599,1,3,5,280101
18120,1964,913,567,2,2,9,196501
11982,1915,867,1323,3,3,5,251129
12427,2018,1506,704,1,4,5,286036
11336,2004,1492,611,2,1,6,259826
6678,1985,1095,1238,3,1,4,296753
5615,1963,1517,140,3,5,8,246011
17693,1931,1200,560,1,4,7,239034
14941,1979,1544,498,1,4,4,266920
17017,1950,1048,626,2,5,4,211233
12086,1978,745,501,2,5,4,151559
17380,1957,782,740,1,1,6,204166
15669,1945,1113,763,1,4,5,243561
9749,1951,1430,1214,3,3,11,328357
8505,2005,1305,674,2,3,7,230958
16667,2016,731,48,3,1,3,130733
9529,1962,815,1386,1,3,4,260477
6135,1975,1337,626,1,3,9,267110
17192,1959,1859,679,1,4,10,332361
13566,1964,910,276,2,4,8,168320
12226,2016,744,46,1,2,9,116639
10162,1980,886,925,1,4,4,222940
5206,2004,1188,215,2,2,8,195319
9875,1954,857,229,1,4,8,148124
6319,2014,1521,322,2,5,6,250403
6141,1956,1113,1444,1,4,6,315042
9627,2013,1297,224,2,2,4,202104
12389,1991,521,1310,2,3,5,228712
19501,1970,518,45,2,4,8,107831
7690,1972,1810,1037,2,3,6,363650
12323,1985,775,632,3,3,5,194958
8255,1925,1158,374,2,4,3,194897
13281,2016,1397,702,2,4,5,255272
10213,1911,1051,986,2,5,3,274129
9108,1970,1178,332,2,2,6,192983
8020,1945,1102,165,1,4,6,175108
6857,1946,1595,506,1,3,3,261408
13996,1978,864,116,2,3,9,146082
14136,1937,1294,942,2,4,7,296500
7789,1920,1858,635,3,2,3,313778
19145,1913,1151,1462,2,3,7,301736
8875,1901,1089,1327,2,5,9,309372
12605,1971,698,456,2,3,8,162670
14802,2008,516,868,1,2,7,178994
13135,2018,717,1294,2,1,10,267712
16115,1969,1240,215,2,5,11,209821
11055,2000,1149,112,3,5,3,172240
8882,2000,646,1039,1,1,8,234638
16413,2020,1733,215,3,5,4,255932
19995,1932,1169,426,2,5,10,246771
12175,2004,1937,1158,3,5,7,412673
18340,1905,1164,1066,2,3,3,267837
17583,2015,1355,763,2,3,7,283743
12129,1989,829,283,1,4,7,148208
10021,2002,1394,833,3,4,4,291103
9735,2004,1875,1121,2,3,6,377725
7387,1936,1686,1083,3,5,8,346224
17915,1913,600,229,1,2,3,124682
11582,1936,826,384,2,1,11,181958
18455,1907,826,158,1,4,9,167315
14133,2002,1678,823,3,5,8,331935
18117,1976,509,470,3,4,3,117516
10866,1912,852,207,3,2,10,166325
7566,1939,682,173,2,5,10,142833
5975,2006,954,1104,2,3,6,267228
12212,1991,505,1041,2,2,6,180166
14146,1957,1856,1016,1,4,3,371687
6262,1917,1856,707,3,5,11,347606
10047,1956,1781,1314,3,5,10,410269
14135,1982,710,1383,3,1,9,242678
15394,1937,550,1302,1,1,4,210170
18492,1931,1968,974,2,1,9,383454
12382,1985,1509,396,1,3,6,238575
11231,1965,876,973,3,5,5,229246
8327,1976,1139,765,3,5,6,255510
10630,1986,1269,1165,1,4,8,311932
18384,1924,1574,676,2,3,9,289916
17466,1991,653,516,2,1,4,149612
7259,1957,1081,1274,3,5,9,306128
15020,1974,1287,661,1,1,4,233541
6257,1932,1290,1260,2,2,4,310618
5464,1987,1833,1155,1,3,3,342215
19062,1965,1922,305,3,1,9,284983
8294,1929,633,357,3,3,3,145360
11774,1980,719,1308,3,5,5,251445
12431,2003,662,1316,3,2,10,262712
6230,1933,1470,1186,2,4,3,318876
15846,2001,1147,418,3,2,8,221679
14076,1985,1068,1491,2,3,4,310026
8805,1968,1445,641,2,2,11,271065
19701,1947,1188,506,1,5,4,220686
11419,1939,614,1385,3,3,8,252974
19715,1950,1995,311,2,3,6,291519
18620,1979,1672,703,1,5,11,323594
10750,1912,1764,244,1,1,3,245548
18232,1989,622,476,3,4,3,146229
8856,1930,1303,614,3,2,5,250178
8135,2015,1338,435,1,4,8,250266
11953,1938,1592,249,2,4,5,247059
14116,1962,1325,1045,3,5,9,309927
11034,1947,562,476,1,1,11,146749
9589,1986,1232,510,1,4,4,221496
6546,1947,1539,1359,2,3,6,343292
11065,1960,1913,773,2,1,5,331179
6094,1911,1089,1365,1,5,8,300647
7411,1977,1447,1361,2,4,7,331946
7617,1955,1781,923,3,5,5,343621
19113,1917,716,1065,1,2,11,222470
13954,1926,978,73,2,5,10,167725
15515,1927,1637,808,2,3,5,294204
9145,1981,1903,830,2,5,7,356522
7775,1979,1476,1045,2,1,7,320026
18193,1951,736,219,1,2,7,134584
17851,1915,975,78,2,3,10,160840
18070,1976,1097,234,3,2,5,188756
11628,1957,628,156,3,3,5,127544
8155,1992,1009,326,1,2,10,178209
8970,1908,664,1137,1,4,11,238818
12972,1925,776,641,3,5,7,194592
15232,1927,756,620,3,1,10,179061
19119,2004,1655,984,1,1,7,316789
13775,1976,1491,1298,3,4,6,349678
10415,1935,1069,1404,3,2,4,295321
9331,1908,1780,1043,1,5,6,356971
15295,1946,640,1232,1,4,4,224236
6942,1977,1185,605,2,2,9,249415
17647,1950,1186,863,2,5,9,280573
11026,1975,1732,748,3,2,11,309760
13301,2016,1215,1183,1,1,6,279514
5191,2021,1522,914,2,5,7,304826
14095,1956,1574,898,3,1,6,314107
18404,1931,1782,997,3,1,6,350767
5861,2001,677,859,3,5,7,217875
11711,1966,1421,572,3,4,5,251232
14275,2021,1042,37,1,2,11,159146
5649,1956,1879,117,3,5,9,295176
9134,1953,1841,389,2,1,3,282492
16803,2015,1462,679,1,2,3,236031
12587,1915,863,376,3,5,3,195583
13828,1961,1578,848,2,4,5,306469
6036,1983,1679,375,2,5,11,289937
9131,1995,1567,594,1,5,10,287463
7148,1955,1092,746,1,3,11,236315
17057,1922,1041,1065,1,2,7,238650
16349,1916,821,1493,2,5,9,286142
16779,1979,1147,457,2,1,11,223079
16486,1937,513,1153,3,1,7,206850
10457,1971,1880,1051,1,3,10,368429
11079,1982,1117,740,1,1,10,230864
17453,1929,858,628,1,5,5,193156
7430,2020,1841,325,1,2,7,282776
6879,1957,1598,618,2,3,10,290686
17158,1997,693,324,1,3,5,135352
16905,1977,862,1183,2,4,5,259716
17318,1921,1619,515,2,4,8,282891
12542,2007,1563,745,1,2,9,282489
17298,1916,1267,1277,2,2,9,312272
7011,2022,896,247,2,3,8,163237
8373,1914,606,1376,1,5,9,238770
15335,2013,1540,397,1,5,9,282264
12357,1947,1026,581,3,4,6,213417
15692,1931,1510,202,2,2,10,240022
19527,1976,1283,1325,2,2,10,319946
17773,1984,1024,1171,3,5,4,290015
6289,2012,1566,220,3,4,7,263733
6447,1939,1125,866,1,5,4,254547
8199,1996,849,262,3,5,5,175915
11381,1956,1553,295,1,3,5,223553
15135,1957,1964,1338,1,2,7,406697
12522,1990,1505,1019,1,3,10,323407
11059,1998,1041,291,2,3,5,176237
8183,1915,1978,683,2,5,9,342601
19139,1927,1461,875,1,4,7,292246
18757,1997,593,1054,3,5,6,239800
10462,2010,1818,1067,2,4,4,352111
8216,1900,1398,554,2,2,8,248117
8136,1940,588,1157,3,1,6,209276
8318,1947,1002,348,2,2,6,163896
7782,1930,1266,218,3,5,7,225118
14182,1935,713,1022,3,4,11,244467
12657,2007,1945,449,2,1,3,268096
9920,1932,1025,503,3,4,7,229030
18750,1932,691,85,3,4,7,130581
15345,2002,1193,1274,1,1,4,280215
11324,1981,1141,1288,1,1,5,267959
11327,1922,1747,522,2,2,6,276830
13417,1959,1054,1103,3,3,3,270847
5776,1986,886,460,2,1,5,184533
16029,1978,1180,1013,2,3,3,257241
10208,1989,1275,629,1,3,3,217255
5687,1929,1997,251,3,3,11,308235
5529,1988,702,17,2,3,6,106585
16634,1944,1509,1279,2,1,6,334740
10067,1979,946,1268,1,4,6,278641
18223,1938,1399,1176,1,1,11,305261
13080,2011,1591,499,1,1,10,273213
10518,1944,1615,457,2,5,6,288031
7153,1977,1277,114,3,5,8,212257
14486,1980,677,752,1,2,4,180142
11094,1911,1328,768,1,3,8,258650
11974,1992,1058,446,3,3,3,214547
14718,1931,1526,352,2,5,7,262140
9774,1955,602,624,2,4,10,166559
12692,1923,1796,540,3,2,3,314376
16088,2015,615,321,1,4,4,108436
8103,1912,1358,1482,3,5,5,362207
7440,2019,963,225,2,4,9,165970
9135,1919,603,360,2,3,10,147840
19995,1978,758,833,1,5,6,218342
16994,1955,1831,111,1,4,10,254222
12124,1952,1890,211,3,2,3,278589
10201,1967,1428,1256,2,2,5,303184
5844,1953,1309,947,2,1,6,273917
19031,1933,1141,158,3,5,7,211078
19536,1927,1306,571,1,5,11,253722
5446,1949,1522,1347,2,5,4,359602
8915,1901,1825,1116,2,3,9,375776
8109,2020,1059,1271,1,3,5,265274
6234,2010,526,669,2,5,4,148181
11587,1993,1007,1164,1,4,11,282726
18638,1925,1026,910,3,3,5,252350
5226,1950,1274,1022,1,5,10,285608
9143,1946,1888,403,1,3,3,283671
12185,1925,1452,403,3,1,7,248798
16151,1983,797,600,2,2,7,178850
10558,2005,1276,1437,2,1,8,335158
15022,1991,860,1463,1,5,9,287453
16971,2019,1003,1256,1,2,5,264952
5186,1983,1087,192,3,4,7,186690
19680,1974,529,1122,3,5,10,230390
19559,2021,1962,1136,2,4,8,385918
16069,1973,1863,1304,2,4,4,365157
7535,1960,625,999,3,3,9,234954
6932,1922,1095,522,1,3,5,185681
16116,1936,1889,349,3,2,11,318541
14040,1940,1966,315,2,2,6,286679
7032,1951,762,942,1,3,6,205935
